scenario_id,source_video,scenario_file,odd_main_category,odd_events,num_odd_events,ego_avg_speed,ego_max_speed,ttc_min,ttc_mean,dto_min_vehicle,dto_min_pedestrian,collision_occurred,num_collision_agents,num_pedestrians,collision_time,collision_type,traffic_density,traffic_density_value,avg_num_vehicles,probability_of_collision,risk_ttc,risk_dto,illumination,visibility,precipitation_visible
scenario_0582__on_road_following__v4,video_97.mp4,/scenarios/scenario_0582.json,lane_change,['none'],0,24.17,32.94,7.41,13.11,5.95,18.38,False,0,0,,none,medium,7.95,7.95,0.3642999999999999,0.0,0.881,day,moderate,False
scenario_0583__roundabout__v3,video_103.mp4,/scenarios/scenario_0583.json,roundabout,['none'],0,22.38,30.05,13.3,15.6,10.87,13.46,False,0,0,,none,medium,6.81,6.81,0.3349,0.0,0.783,dusk_dawn,good,False
scenario_0584__lane_change__v2,video_118.mp4,/scenarios/scenario_0584.json,roundabout,['none'],0,32.89,75.24,6.57,11.14,15.92,14.62,False,0,0,,none,low,3.16,3.16,0.2446,0.0,0.682,night,moderate,False
scenario_0585__roundabout__v1,video_101.mp4,/scenarios/scenario_0585.json,roundabout,['none'],0,57.2,89.26,10.62,13.71,7.44,28.91,False,0,0,,none,high,9.64,9.64,0.4153,0.0,0.851,dusk_dawn,poor,False
scenario_0586__roundabout__v3,video_102.mp4,/scenarios/scenario_0586.json,intersection,['interaction_present'],1,61.58,94.61,4.41,9.03,13.32,6.29,False,0,0,,none,medium,7.89,7.89,0.3923999999999999,0.118,0.734,day,good,False
scenario_0587__lane_change__v1,video_36.mp4,/scenarios/scenario_0587.json,intersection,['none'],0,56.2,99.42,9.78,15.02,8.79,20.91,False,0,0,,none,high,11.36,11.36,0.4072,0.0,0.824,day,moderate,False
scenario_0588__roundabout__v2,video_124.mp4,/scenarios/scenario_0588.json,roundabout,['interaction_present'],1,47.25,74.25,10.52,11.61,4.27,5.17,False,0,0,,none,low,3.0,3.0,0.3395,0.0,0.915,night,moderate,False
scenario_0589__roundabout__v2,video_115.mp4,/scenarios/scenario_0589.json,roundabout,['none'],0,60.65,76.67,8.11,13.26,7.5,8.52,False,0,0,,none,low,2.71,2.71,0.295,0.0,0.85,night,poor,False
scenario_0590__on_road_following__v3,video_31.mp4,/scenarios/scenario_0590.json,intersection,['none'],0,60.62,91.51,5.47,7.06,18.82,9.74,False,0,0,,none,high,12.98,12.98,0.3472,0.0,0.624,dusk_dawn,poor,False
scenario_0591__intersection__v1,video_47.mp4,/scenarios/scenario_0591.json,intersection,"['stop', 'cut_in:right', 'crossing_vehicle']",3,69.59,88.73,1.87,3.8,0.21,1.21,True,2,0,0:02:37,rear_end,low,0.69,0.69,0.6638,0.625,0.996,dusk_dawn,moderate,False
scenario_0592__on_road_following__v4,video_4.mp4,/scenarios/scenario_0592.json,lane_change,['none'],0,52.58,92.89,9.93,12.12,2.96,20.74,False,0,0,,none,low,2.87,2.87,0.3223,0.0,0.941,dusk_dawn,poor,False
scenario_0593__roundabout__v2,video_66.mp4,/scenarios/scenario_0593.json,on_road_following,['none'],0,61.55,89.42,9.8,11.63,11.93,23.44,False,0,0,,none,high,9.99,9.99,0.3883,0.0,0.761,dusk_dawn,moderate,False
scenario_0594__roundabout__v2,video_83.mp4,/scenarios/scenario_0594.json,on_road_following,['none'],0,45.24,81.45,12.61,14.15,2.75,21.3,False,0,0,,none,high,11.78,11.78,0.4435,0.0,0.945,night,moderate,False
scenario_0595__roundabout__v3,video_56.mp4,/scenarios/scenario_0595.json,lane_change,"['interaction_present', 'crossing_vehicle']",2,37.98,52.8,2.65,6.54,0.26,14.35,True,2,0,0:00:37,rear_end,low,2.46,2.46,0.5769000000000001,0.471,0.995,dusk_dawn,moderate,False
scenario_0596__intersection__v2,video_66.mp4,/scenarios/scenario_0596.json,on_road_following,['none'],0,22.98,54.4,9.89,13.45,13.46,23.91,False,0,0,,none,high,9.21,9.21,0.3793,0.0,0.731,day,moderate,False
scenario_0597__lane_change__v3,video_43.mp4,/scenarios/scenario_0597.json,intersection,['interaction_present'],1,44.32,57.79,1.71,3.77,1.62,2.13,True,1,0,0:01:50,pedestrian,medium,6.04,6.04,0.679,0.659,0.968,day,poor,False
scenario_0598__lane_change__v1,video_4.mp4,/scenarios/scenario_0598.json,intersection,['interaction_present'],1,52.0,82.94,5.91,7.75,2.66,14.15,False,0,0,,none,high,12.76,12.76,0.4691,0.0,0.947,dusk_dawn,moderate,False
scenario_0599__lane_change__v3,video_8.mp4,/scenarios/scenario_0599.json,intersection,['none'],0,67.46,86.85,13.42,18.45,19.0,6.05,False,0,0,,none,high,11.99,11.99,0.346,0.0,0.62,night,good,False
scenario_0600__roundabout__v2,video_84.mp4,/scenarios/scenario_0600.json,lane_change,['none'],0,54.29,90.52,6.04,9.14,5.17,13.58,False,0,0,,none,medium,4.61,4.61,0.3691,0.0,0.897,dusk_dawn,good,False
scenario_0601__lane_change__v2,video_63.mp4,/scenarios/scenario_0601.json,roundabout,"['cut_in:left', 'cut_in:right', 'pedestrian_near_ego_lane']",3,24.22,64.57,2.06,3.98,1.78,0.54,True,1,2,0:01:49,pedestrian,medium,4.31,4.31,0.6990000000000001,0.587,0.964,day,good,False
scenario_0602__roundabout__v1,video_16.mp4,/scenarios/scenario_0602.json,lane_change,['none'],0,23.5,33.25,10.67,11.79,10.15,17.06,False,0,0,,none,low,1.43,1.43,0.2791,0.0,0.797,night,poor,False
scenario_0603__on_road_following__v1,video_23.mp4,/scenarios/scenario_0603.json,intersection,['none'],0,44.72,85.9,10.44,14.54,14.13,10.39,False,0,0,,none,low,2.08,2.08,0.2551,0.0,0.717,dusk_dawn,poor,False
scenario_0604__lane_change__v2,video_103.mp4,/scenarios/scenario_0604.json,roundabout,['none'],0,29.34,55.08,5.26,8.7,18.6,29.82,False,0,0,,none,medium,4.16,4.16,0.2884,0.0,0.628,dusk_dawn,good,False
scenario_0605__roundabout__v1,video_83.mp4,/scenarios/scenario_0605.json,roundabout,['none'],0,24.04,47.36,4.28,6.21,18.68,22.14,False,0,0,,none,high,13.54,13.54,0.4058,0.145,0.626,day,poor,False
scenario_0606__intersection__v3,video_4.mp4,/scenarios/scenario_0606.json,lane_change,['none'],0,42.74,68.41,12.06,16.89,15.95,19.67,False,0,0,,none,high,11.89,11.89,0.3643,0.0,0.681,day,moderate,False
scenario_0607__intersection__v1,video_99.mp4,/scenarios/scenario_0607.json,roundabout,['interaction_present'],1,71.83,80.24,5.17,10.75,18.91,29.05,False,0,0,,none,medium,6.37,6.37,0.3116,0.0,0.622,day,poor,False
scenario_0608__intersection__v2,video_133.mp4,/scenarios/scenario_0608.json,lane_change,['interaction_present'],1,59.56,95.04,10.72,15.05,11.32,29.45,False,0,1,,none,high,13.81,13.81,0.4172,0.0,0.774,dusk_dawn,poor,False
scenario_0609__on_road_following__v3,video_12.mp4,/scenarios/scenario_0609.json,lane_change,['interaction_present'],1,60.71,74.2,5.21,7.59,15.48,11.53,False,0,0,,none,medium,6.3,6.3,0.332,0.0,0.69,day,poor,False
scenario_0610__lane_change__v1,video_57.mp4,/scenarios/scenario_0610.json,lane_change,"['crossing_vehicle', 'stop']",2,22.19,67.1,2.04,4.59,0.54,28.65,True,1,0,0:01:41,pedestrian,high,9.81,9.81,0.7435,0.592,0.989,dusk_dawn,poor,False
scenario_0611__intersection__v1,video_72.mp4,/scenarios/scenario_0611.json,lane_change,['none'],0,48.68,79.44,8.67,10.34,5.02,10.35,False,0,0,,none,low,1.92,1.92,0.31,0.0,0.9,night,good,False
scenario_0612__roundabout__v3,video_71.mp4,/scenarios/scenario_0612.json,intersection,['none'],0,59.07,67.8,12.51,16.07,18.07,28.01,False,0,0,,none,high,13.31,13.31,0.3517,0.0,0.639,dusk_dawn,moderate,False
scenario_0613__intersection__v1,video_119.mp4,/scenarios/scenario_0613.json,on_road_following,['interaction_present'],1,50.64,83.71,6.35,8.79,3.51,13.65,False,0,0,,none,medium,7.16,7.16,0.404,0.0,0.93,dusk_dawn,good,False
scenario_0614__lane_change__v1,video_8.mp4,/scenarios/scenario_0614.json,roundabout,['none'],0,29.93,51.78,4.2,6.36,4.65,18.54,False,0,0,,none,high,10.45,10.45,0.4957,0.159,0.907,dusk_dawn,moderate,False
scenario_0615__lane_change__v2,video_48.mp4,/scenarios/scenario_0615.json,on_road_following,['none'],0,52.14,69.54,4.52,8.1,19.33,23.67,False,0,0,,none,low,1.23,1.23,0.2627,0.097,0.613,dusk_dawn,good,True
scenario_0616__intersection__v4,video_41.mp4,/scenarios/scenario_0616.json,on_road_following,['none'],0,65.6,99.63,6.57,11.94,2.7,8.71,False,0,0,,none,high,10.93,10.93,0.4438,0.0,0.946,dusk_dawn,poor,False
scenario_0617__intersection__v2,video_58.mp4,/scenarios/scenario_0617.json,intersection,"['cut_in:right', 'interaction_present']",2,62.15,103.97,0.48,5.46,0.61,22.33,True,1,0,0:02:57,pedestrian,medium,5.02,5.02,0.808,0.904,0.988,night,good,False
scenario_0618__intersection__v1,video_131.mp4,/scenarios/scenario_0618.json,roundabout,['none'],0,24.71,30.19,12.37,16.83,7.62,14.96,False,0,0,,none,medium,6.62,6.62,0.3543999999999999,0.0,0.848,day,good,True
scenario_0619__intersection__v4,video_29.mp4,/scenarios/scenario_0619.json,roundabout,['none'],0,55.38,69.77,13.58,15.38,14.11,24.19,False,0,2,,none,low,3.21,3.21,0.2553999999999999,0.0,0.718,day,good,True
scenario_0620__roundabout__v2,video_58.mp4,/scenarios/scenario_0620.json,lane_change,['none'],0,41.78,49.42,11.74,15.56,10.99,22.32,False,0,0,,none,medium,4.97,4.97,0.3339999999999999,0.0,0.78,night,moderate,False
scenario_0621__intersection__v1,video_8.mp4,/scenarios/scenario_0621.json,lane_change,['none'],0,36.93,53.99,7.69,11.59,6.0,29.22,False,0,0,,none,medium,4.96,4.96,0.364,0.0,0.88,dusk_dawn,moderate,False
scenario_0622__lane_change__v1,video_12.mp4,/scenarios/scenario_0622.json,roundabout,['interaction_present'],1,44.05,81.68,10.35,11.82,2.24,18.49,False,0,0,,none,high,10.41,10.41,0.4715,0.0,0.955,dusk_dawn,poor,False
scenario_0623__on_road_following__v4,video_47.mp4,/scenarios/scenario_0623.json,intersection,['interaction_present'],1,45.26,62.22,3.57,4.69,2.37,26.77,False,0,0,,none,high,9.34,9.34,0.5853,0.286,0.953,day,poor,False
scenario_0624__intersection__v1,video_129.mp4,/scenarios/scenario_0624.json,intersection,['interaction_present'],1,27.89,65.34,5.47,9.04,15.48,24.94,False,0,1,,none,low,1.56,1.56,0.272,0.0,0.69,night,poor,False
scenario_0625__roundabout__v3,video_20.mp4,/scenarios/scenario_0625.json,on_road_following,['none'],0,28.08,55.63,3.93,8.36,4.41,25.31,False,0,0,,none,medium,6.39,6.39,0.4592,0.214,0.912,dusk_dawn,moderate,True
scenario_0626__lane_change__v1,video_55.mp4,/scenarios/scenario_0626.json,roundabout,['none'],0,32.79,63.89,5.31,6.75,6.51,24.0,False,0,0,,none,medium,7.12,7.12,0.361,0.0,0.87,night,good,False
scenario_0627__intersection__v1,video_73.mp4,/scenarios/scenario_0627.json,lane_change,['none'],0,21.5,48.06,5.44,11.22,10.51,9.66,False,0,0,,none,low,3.15,3.15,0.277,0.0,0.79,dusk_dawn,good,True
scenario_0628__lane_change__v1,video_23.mp4,/scenarios/scenario_0628.json,lane_change,['none'],0,38.49,69.08,8.04,10.46,14.31,23.08,False,0,0,,none,medium,5.71,5.71,0.3142,0.0,0.714,day,poor,True
scenario_0629__intersection__v4,video_124.mp4,/scenarios/scenario_0629.json,on_road_following,['interaction_present'],1,64.34,80.56,5.93,7.97,7.68,16.33,False,0,0,,none,medium,4.03,4.03,0.3788,0.0,0.846,night,good,False
scenario_0630__lane_change__v1,video_57.mp4,/scenarios/scenario_0630.json,on_road_following,['interaction_present'],1,73.42,109.06,7.55,12.91,11.48,29.27,False,0,0,,none,low,0.88,0.88,0.296,0.0,0.77,night,good,False
scenario_0631__roundabout__v1,video_62.mp4,/scenarios/scenario_0631.json,intersection,['none'],0,28.17,63.06,7.26,11.98,13.42,8.89,False,0,1,,none,high,10.54,10.54,0.3796,0.0,0.732,day,poor,True
scenario_0632__lane_change__v2,video_134.mp4,/scenarios/scenario_0632.json,lane_change,['none'],0,21.67,65.61,5.24,11.18,7.78,20.9,False,0,0,,none,low,1.8,1.8,0.2932,0.0,0.844,day,good,False
scenario_0633__intersection__v3,video_61.mp4,/scenarios/scenario_0633.json,lane_change,['stop'],1,75.0,103.37,2.03,3.79,0.35,1.55,True,2,1,0:02:57,pedestrian,low,2.21,2.21,0.6001000000000001,0.593,0.993,night,poor,False
scenario_0634__intersection__v1,video_45.mp4,/scenarios/scenario_0634.json,on_road_following,['none'],0,61.46,75.59,4.38,9.32,12.31,17.25,False,0,0,,none,high,14.0,14.0,0.4354,0.123,0.754,day,good,False
scenario_0635__intersection__v1,video_20.mp4,/scenarios/scenario_0635.json,on_road_following,['none'],0,63.29,81.53,4.93,6.03,15.29,9.71,False,0,0,,none,high,12.63,12.63,0.3738,0.014,0.694,night,poor,False
scenario_0636__intersection__v1,video_105.mp4,/scenarios/scenario_0636.json,intersection,['none'],0,44.15,87.32,7.77,11.33,11.11,29.75,False,0,0,,none,low,1.74,1.74,0.2734,0.0,0.778,dusk_dawn,moderate,True
scenario_0637__intersection__v4,video_16.mp4,/scenarios/scenario_0637.json,on_road_following,"['cut_in:left', 'cut_in:right']",2,24.62,41.55,1.03,2.88,1.31,14.79,True,2,0,0:02:28,rear_end,medium,7.78,7.78,0.7598,0.794,0.974,day,moderate,False
scenario_0638__roundabout__v4,video_36.mp4,/scenarios/scenario_0638.json,intersection,['none'],0,64.43,91.18,6.18,10.83,14.59,27.62,False,0,0,,none,low,3.07,3.07,0.2523999999999999,0.0,0.708,dusk_dawn,poor,False
scenario_0639__intersection__v4,video_14.mp4,/scenarios/scenario_0639.json,roundabout,['interaction_present'],1,67.39,93.11,12.2,13.72,8.39,14.26,False,0,1,,none,low,1.04,1.04,0.3146,0.0,0.832,day,poor,False
scenario_0640__intersection__v4,video_104.mp4,/scenarios/scenario_0640.json,roundabout,"['stop', 'crossing_vehicle', 'interaction_present']",3,34.88,76.98,0.84,2.61,0.83,12.06,True,2,0,0:02:04,side_impact,low,3.06,3.06,0.7426999999999999,0.832,0.983,dusk_dawn,poor,True
scenario_0641__on_road_following__v1,video_133.mp4,/scenarios/scenario_0641.json,intersection,['none'],0,27.03,68.24,12.37,18.11,18.88,25.37,False,0,0,,none,medium,5.18,5.18,0.2865999999999999,0.0,0.622,night,moderate,False
scenario_0642__roundabout__v2,video_102.mp4,/scenarios/scenario_0642.json,roundabout,['none'],0,52.12,85.16,4.18,6.69,19.46,28.69,False,0,0,,none,medium,5.24,5.24,0.3485,0.163,0.611,day,poor,False
scenario_0643__intersection__v3,video_77.mp4,/scenarios/scenario_0643.json,roundabout,['none'],0,25.68,57.15,13.45,17.01,17.84,12.12,False,0,0,,none,medium,7.6,7.6,0.2929,0.0,0.643,night,poor,False
scenario_0644__lane_change__v1,video_9.mp4,/scenarios/scenario_0644.json,on_road_following,['none'],0,28.01,44.53,5.02,9.9,10.66,26.49,False,0,0,,none,high,12.62,12.62,0.3961,0.0,0.787,dusk_dawn,good,False
scenario_0645__on_road_following__v4,video_135.mp4,/scenarios/scenario_0645.json,roundabout,['none'],0,60.94,79.93,13.39,17.78,11.72,19.25,False,0,2,,none,high,11.54,11.54,0.3898,0.0,0.766,day,poor,False
scenario_0646__intersection__v1,video_38.mp4,/scenarios/scenario_0646.json,roundabout,['none'],0,38.71,76.15,10.98,13.71,11.3,28.12,False,0,0,,none,medium,4.53,4.53,0.3322,0.0,0.774,night,good,False
scenario_0647__roundabout__v2,video_121.mp4,/scenarios/scenario_0647.json,intersection,['none'],0,21.54,66.01,7.13,12.34,3.35,14.99,False,0,0,,none,medium,4.08,4.08,0.3799,0.0,0.933,dusk_dawn,moderate,False
scenario_0648__lane_change__v1,video_118.mp4,/scenarios/scenario_0648.json,lane_change,['none'],0,36.88,78.83,10.44,12.83,13.73,5.22,False,0,0,,none,high,8.61,8.61,0.3775,0.0,0.725,night,good,False
scenario_0649__on_road_following__v2,video_103.mp4,/scenarios/scenario_0649.json,on_road_following,['none'],0,30.56,75.34,6.49,8.3,4.14,11.29,False,0,0,,none,medium,4.84,4.84,0.3751,0.0,0.917,dusk_dawn,poor,False
scenario_0650__intersection__v3,video_91.mp4,/scenarios/scenario_0650.json,on_road_following,['none'],0,21.08,41.93,12.49,16.12,14.94,18.78,False,0,0,,none,high,10.83,10.83,0.3703,0.0,0.701,dusk_dawn,poor,False
scenario_0651__lane_change__v3,video_108.mp4,/scenarios/scenario_0651.json,on_road_following,['interaction_present'],1,66.76,72.43,4.38,8.74,4.55,10.08,False,0,0,,none,low,2.54,2.54,0.3877,0.125,0.909,dusk_dawn,moderate,False
scenario_0652__lane_change__v2,video_39.mp4,/scenarios/scenario_0652.json,lane_change,['none'],0,24.37,44.09,12.71,14.53,13.08,9.88,False,0,3,,none,high,9.57,9.57,0.3814,0.0,0.738,night,poor,False
scenario_0653__on_road_following__v1,video_79.mp4,/scenarios/scenario_0653.json,lane_change,['none'],0,30.84,54.32,8.93,10.12,12.55,27.74,False,0,0,,none,medium,7.83,7.83,0.3247,0.0,0.749,night,moderate,False
scenario_0654__lane_change__v3,video_118.mp4,/scenarios/scenario_0654.json,roundabout,['none'],0,52.24,68.11,11.25,13.76,18.71,26.43,False,0,0,,none,high,8.98,8.98,0.3478,0.0,0.626,night,good,False
scenario_0655__intersection__v2,video_7.mp4,/scenarios/scenario_0655.json,on_road_following,['interaction_present'],1,51.29,89.47,8.33,9.4,6.04,22.05,False,0,0,,none,high,12.94,12.94,0.4487,0.0,0.879,day,moderate,False
scenario_0656__intersection__v1,video_103.mp4,/scenarios/scenario_0656.json,lane_change,['interaction_present'],1,41.23,58.43,4.91,8.36,2.15,23.3,False,0,0,,none,high,10.07,10.07,0.4793,0.018,0.957,night,moderate,False
scenario_0657__roundabout__v3,video_103.mp4,/scenarios/scenario_0657.json,roundabout,['none'],0,53.72,96.29,13.46,19.0,7.34,17.93,False,0,0,,none,high,9.19,9.19,0.4159,0.0,0.853,day,poor,False
scenario_0658__intersection__v2,video_43.mp4,/scenarios/scenario_0658.json,intersection,['interaction_present'],1,51.59,78.57,11.17,13.8,8.19,8.52,False,0,0,,none,medium,7.65,7.65,0.3758,0.0,0.836,dusk_dawn,moderate,False
scenario_0659__on_road_following__v1,video_39.mp4,/scenarios/scenario_0659.json,roundabout,['interaction_present'],1,22.69,46.84,10.84,12.98,17.69,22.62,False,0,3,,none,low,3.87,3.87,0.2588,0.0,0.646,dusk_dawn,moderate,False
scenario_0660__roundabout__v1,video_4.mp4,/scenarios/scenario_0660.json,intersection,['none'],0,35.29,65.16,4.49,9.9,18.58,10.34,False,0,0,,none,high,8.74,8.74,0.3892,0.102,0.628,dusk_dawn,poor,True
scenario_0661__roundabout__v4,video_31.mp4,/scenarios/scenario_0661.json,lane_change,['none'],0,42.83,61.69,10.86,14.69,3.62,5.92,False,0,0,,none,medium,5.61,5.61,0.3783999999999999,0.0,0.928,night,moderate,True
scenario_0662__on_road_following__v1,video_94.mp4,/scenarios/scenario_0662.json,intersection,['none'],0,63.03,96.77,9.14,14.59,19.19,29.8,False,0,0,,none,medium,5.6,5.6,0.2848,0.0,0.616,night,good,False
scenario_0663__roundabout__v1,video_72.mp4,/scenarios/scenario_0663.json,on_road_following,['none'],0,21.46,65.5,11.29,15.54,7.88,6.67,False,0,0,,none,low,2.18,2.18,0.2925999999999999,0.0,0.842,night,good,False
scenario_0664__on_road_following__v4,video_88.mp4,/scenarios/scenario_0664.json,on_road_following,['none'],0,22.75,53.47,6.75,8.62,7.06,6.55,False,0,0,,none,high,11.91,11.91,0.4177,0.0,0.859,day,moderate,False
scenario_0665__roundabout__v4,video_4.mp4,/scenarios/scenario_0665.json,roundabout,['none'],0,74.22,117.28,3.8,5.71,4.62,15.05,False,0,0,,none,high,11.16,11.16,0.528,0.239,0.908,night,moderate,False
scenario_0666__lane_change__v1,video_1.mp4,/scenarios/scenario_0666.json,intersection,['none'],0,52.12,89.91,13.29,17.72,7.81,9.36,False,0,0,,none,medium,4.16,4.16,0.3531999999999999,0.0,0.844,dusk_dawn,poor,False
scenario_0667__on_road_following__v1,video_57.mp4,/scenarios/scenario_0667.json,roundabout,['interaction_present'],1,64.56,103.69,9.87,12.13,5.55,19.29,False,0,0,,none,medium,5.72,5.72,0.3917,0.0,0.889,day,moderate,False
scenario_0668__lane_change__v2,video_56.mp4,/scenarios/scenario_0668.json,lane_change,['none'],0,52.97,76.44,7.36,9.76,7.14,10.89,False,0,0,,none,high,12.37,12.37,0.4171,0.0,0.857,day,good,True
scenario_0669__lane_change__v3,video_29.mp4,/scenarios/scenario_0669.json,lane_change,['none'],0,50.23,68.55,4.68,7.84,8.43,19.09,False,0,0,,none,medium,6.68,6.68,0.3749,0.064,0.831,day,moderate,False
scenario_0670__intersection__v2,video_130.mp4,/scenarios/scenario_0670.json,intersection,['none'],0,74.1,98.26,7.73,9.2,2.48,5.87,False,0,0,,none,high,11.19,11.19,0.445,0.0,0.95,day,poor,True
scenario_0671__on_road_following__v4,video_6.mp4,/scenarios/scenario_0671.json,intersection,['none'],0,43.38,78.24,9.24,14.53,14.35,19.14,False,0,0,,none,medium,7.65,7.65,0.3138999999999999,0.0,0.713,day,poor,False
scenario_0672__roundabout__v1,video_30.mp4,/scenarios/scenario_0672.json,intersection,['interaction_present'],1,23.67,52.16,4.74,8.73,13.37,27.37,False,0,0,,none,high,11.1,11.1,0.4257,0.052,0.733,dusk_dawn,moderate,False
scenario_0673__intersection__v2,video_79.mp4,/scenarios/scenario_0673.json,roundabout,['none'],0,50.07,84.26,6.29,8.88,4.48,14.32,False,0,0,,none,high,11.79,11.79,0.433,0.0,0.91,dusk_dawn,moderate,False
scenario_0674__on_road_following__v2,video_132.mp4,/scenarios/scenario_0674.json,roundabout,['none'],0,58.65,64.08,10.84,16.12,6.97,10.24,False,0,1,,none,high,9.94,9.94,0.4183,0.0,0.861,day,poor,False
scenario_0675__intersection__v3,video_107.mp4,/scenarios/scenario_0675.json,on_road_following,['none'],0,55.04,73.76,9.16,13.29,9.45,23.75,False,0,0,,none,high,12.04,12.04,0.4033,0.0,0.811,night,poor,False
scenario_0676__roundabout__v1,video_6.mp4,/scenarios/scenario_0676.json,roundabout,['none'],0,51.06,57.72,12.25,13.44,6.26,21.39,False,0,0,,none,high,13.97,13.97,0.4225,0.0,0.875,night,moderate,False
scenario_0677__on_road_following__v1,video_31.mp4,/scenarios/scenario_0677.json,roundabout,['interaction_present'],1,65.09,91.0,11.49,16.15,3.04,19.02,False,0,0,,none,high,12.69,12.69,0.4667,0.0,0.939,night,poor,False
scenario_0678__on_road_following__v2,video_98.mp4,/scenarios/scenario_0678.json,intersection,['none'],0,72.17,90.27,4.49,9.59,12.04,18.76,False,0,0,,none,high,9.75,9.75,0.4289,0.103,0.759,dusk_dawn,good,False
scenario_0679__on_road_following__v1,video_127.mp4,/scenarios/scenario_0679.json,on_road_following,['interaction_present'],1,26.54,39.92,9.48,11.0,14.06,27.37,False,0,0,,none,high,8.99,8.99,0.4007,0.0,0.719,night,moderate,False
scenario_0680__on_road_following__v4,video_5.mp4,/scenarios/scenario_0680.json,lane_change,['none'],0,65.63,78.57,9.12,11.14,10.35,19.66,False,0,0,,none,high,11.54,11.54,0.3979,0.0,0.793,night,poor,False
scenario_0681__lane_change__v4,video_4.mp4,/scenarios/scenario_0681.json,lane_change,['interaction_present'],1,46.74,79.57,7.9,11.79,4.93,6.21,False,0,0,,none,low,1.33,1.33,0.3353,0.0,0.901,dusk_dawn,good,True
scenario_0682__on_road_following__v4,video_73.mp4,/scenarios/scenario_0682.json,intersection,"['cut_in:left', 'pedestrian_near_ego_lane']",2,61.96,102.99,2.42,4.76,0.5,17.39,True,1,0,0:02:18,pedestrian,high,12.85,12.85,0.7138000000000001,0.517,0.99,night,moderate,False
scenario_0683__intersection__v3,video_86.mp4,/scenarios/scenario_0683.json,roundabout,['none'],0,62.81,74.34,3.9,9.01,10.72,6.98,False,0,0,,none,medium,7.03,7.03,0.4238,0.22,0.786,day,moderate,False
scenario_0684__roundabout__v2,video_12.mp4,/scenarios/scenario_0684.json,on_road_following,['none'],0,38.37,60.64,13.37,14.59,11.74,25.94,False,0,0,,none,high,8.34,8.34,0.3895,0.0,0.765,day,moderate,False
scenario_0685__intersection__v1,video_140.mp4,/scenarios/scenario_0685.json,on_road_following,['none'],0,43.57,63.05,4.28,7.55,17.36,10.75,False,0,0,,none,low,2.62,2.62,0.2931,0.143,0.653,night,good,False
scenario_0686__lane_change__v2,video_137.mp4,/scenarios/scenario_0686.json,lane_change,['none'],0,62.07,78.71,4.4,10.19,18.84,19.7,False,0,0,,none,high,13.51,13.51,0.3949,0.12,0.623,day,moderate,False
scenario_0687__on_road_following__v2,video_6.mp4,/scenarios/scenario_0687.json,on_road_following,['none'],0,21.36,47.25,12.87,15.63,3.52,14.32,False,0,0,,none,high,8.42,8.42,0.439,0.0,0.93,night,good,False
scenario_0688__intersection__v2,video_68.mp4,/scenarios/scenario_0688.json,lane_change,['crossing_vehicle'],1,68.04,82.92,2.7,5.6,1.03,6.01,True,2,0,0:00:11,pedestrian,medium,6.05,6.05,0.6027,0.46,0.979,night,moderate,False
scenario_0689__lane_change__v2,video_136.mp4,/scenarios/scenario_0689.json,lane_change,['none'],0,51.89,73.93,5.15,7.12,14.08,21.3,False,0,0,,none,high,12.89,12.89,0.3754,0.0,0.718,dusk_dawn,moderate,False
scenario_0690__lane_change__v4,video_119.mp4,/scenarios/scenario_0690.json,lane_change,['none'],0,39.88,81.02,8.06,13.77,16.75,5.43,False,0,2,,none,high,13.36,13.36,0.3595,0.0,0.665,day,good,False
scenario_0691__lane_change__v2,video_7.mp4,/scenarios/scenario_0691.json,roundabout,['none'],0,51.15,74.44,4.81,6.75,16.91,27.72,False,0,0,,none,low,2.56,2.56,0.2542,0.039,0.662,night,good,False
scenario_0692__roundabout__v3,video_7.mp4,/scenarios/scenario_0692.json,on_road_following,['none'],0,72.83,78.95,4.58,8.99,19.08,13.7,False,0,0,,none,medium,4.58,4.58,0.3189999999999999,0.084,0.618,dusk_dawn,good,False
scenario_0693__on_road_following__v2,video_27.mp4,/scenarios/scenario_0693.json,roundabout,['cut_in:right'],1,27.9,43.74,1.57,7.25,0.71,22.84,True,1,0,0:00:32,side_impact,medium,7.05,7.05,0.6952,0.686,0.986,day,good,True
scenario_0694__lane_change__v3,video_24.mp4,/scenarios/scenario_0694.json,lane_change,['none'],0,70.57,115.32,11.85,15.15,14.86,13.99,False,0,0,,none,low,2.9,2.9,0.2509,0.0,0.703,day,moderate,False
scenario_0695__on_road_following__v4,video_44.mp4,/scenarios/scenario_0695.json,intersection,['none'],0,25.23,68.1,11.1,15.78,2.61,10.23,False,0,0,,none,high,13.46,13.46,0.4444,0.0,0.948,day,good,False
scenario_0696__intersection__v2,video_105.mp4,/scenarios/scenario_0696.json,lane_change,['interaction_present'],1,27.65,41.22,8.99,14.24,10.0,23.97,False,0,0,,none,high,11.28,11.28,0.425,0.0,0.8,dusk_dawn,poor,False
scenario_0697__lane_change__v1,video_50.mp4,/scenarios/scenario_0697.json,lane_change,['none'],0,53.19,68.89,9.13,11.58,10.9,13.24,False,0,0,,none,low,3.19,3.19,0.2746,0.0,0.782,dusk_dawn,moderate,False
scenario_0698__lane_change__v1,video_94.mp4,/scenarios/scenario_0698.json,lane_change,['none'],0,55.87,96.98,9.05,11.22,15.3,23.37,False,0,0,,none,high,11.41,11.41,0.3681999999999999,0.0,0.694,dusk_dawn,good,False
